Date,Plant_ID,Growth_Stage,Weather_Condition,Max_Temp_C,Min_Temp_C,Sunlight_Hours,Precipitation_mm,Humidity_Percent,Daily_Observation_Notes,Soil_Moisture_Percent
2025/3/11,2,幼苗期,晴,18.8,9,11.2,0,62,开始长出第一片真叶。,55
2025/3/11,3,发芽期,晴,18.8,9,11.2,0,62,幼苗生长健康。,55
2025/3/11,4,发芽期,晴,18.8,9,11.2,0,62,子叶展开。,56
2025/3/12,1,幼苗期,晴,19.2,9.4,11.5,0,64,真叶逐渐长大。,56
2025/3/12,2,幼苗期,晴,19.2,9.4,11.5,0,64,真叶逐渐长大。,52
2025/3/12,3,幼苗期,晴,19.2,9.4,11.5,0,64,开始长出第一片真叶。,59
2025/3/12,4,幼苗期,晴,19.2,9.4,11.5,0,64,开始长出第一片真叶。,61
2025/3/13,1,幼苗期,多云,18.5,10.1,7.5,0,70,日照减少，但幼苗状态正常。,58
2025/3/13,2,幼苗期,多云,18.5,10.1,7.5,0,70,日照减少，但幼苗状态正常。,62
2025/3/13,3,幼苗期,多云,18.5,10.1,7.5,0,70,真叶生长中。,65
2025/3/13,4,幼苗期,多云,18.5,10.1,7.5,0,70,真叶生长中。,58
2025/3/14,1,幼苗期,晴,19.8,9.8,11.8,0,66,第二片真叶开始显现。,54
2025/3/14,2,幼苗期,晴,19.8,9.8,11.8,0,66,第二片真叶开始显现。,53
2025/3/14,3,幼苗期,晴,19.8,9.8,11.8,0,66,真叶持续生长。,58
2025/3/14,4,幼苗期,晴,19.8,9.8,11.8,0,66,真叶持续生长。,61
2025/3/15,1,幼苗期,晴,20.1,10.2,12,0,63,幼苗约5厘米高，生长健壮。,58
2025/3/15,2,幼苗期,晴,20.1,10.2,12,0,63,幼苗约5厘米高，生长健壮。,55
2025/3/15,3,幼苗期,晴,20.1,10.2,12,0,63,第二片真叶开始显现。,57
2025/3/15,4,幼苗期,晴,20.1,10.2,12,0,63,第二片真叶开始显现。,53
2025/3/16,1,幼苗期,晴,20.5,10.8,12.1,0,61,根系发展良好，准备移栽。,59
2025/3/16,2,幼苗期,晴,20.5,10.8,12.1,0,61,根系发展良好，准备移栽。,60
2025/3/16,3,幼苗期,晴,20.5,10.8,12.1,0,61,幼苗生长健壮。,61
2025/3/16,4,幼苗期,晴,20.5,10.8,12.1,0,61,幼苗生长健壮。,53
2025/3/17,1,幼苗期,晴,21,11.2,12.3,0,60,已移栽至大盆中，浇透定根水。,57
2025/3/17,2,幼苗期,晴,21,11.2,12.3,0,60,已移栽至大盆中，浇透定根水。,55
2025/3/17,3,幼苗期,晴,21,11.2,12.3,0,60,准备移栽。,57
2025/3/17,4,幼苗期,晴,21,11.2,12.3,0,60,准备移栽。,58
2025/3/18,1,幼苗期,晴,20.8,11,12.2,0,62,移栽后第一天，植株无萎蔫现象，缓苗顺利。,57
2025/3/18,2,幼苗期,晴,20.8,11,12.2,0,62,移栽后第一天，植株无萎蔫现象，缓苗顺利。,54
2025/3/18,3,幼苗期,晴,20.8,11,12.2,0,62,已移栽至大盆中，浇透定根水。,53
2025/3/18,4,幼苗期,晴,20.8,11,12.2,0,62,已移栽至大盆中，浇透定根水。,61
2025/3/19,1,幼苗期,多云,19.9,11.5,8,0,68,缓苗期，植株状态稳定。,57
2025/3/19,2,幼苗期,多云,19.9,11.5,8,0,68,缓苗期，植株状态稳定。,61
2025/3/19,3,幼苗期,多云,19.9,11.5,8,0,68,移栽后第一天，缓苗中。,61
2025/3/19,4,幼苗期,多云,19.9,11.5,8,0,68,移栽后第一天，缓苗中。,64
2025/3/20,1,营养生长期,晴,21.5,11.8,12.5,0,65,缓苗成功，开始进入快速营养生长期。,57
2025/3/20,2,营养生长期,晴,21.5,11.8,12.5,0,65,缓苗成功，开始进入快速营养生长期。,56
2025/3/20,3,幼苗期,晴,21.5,11.8,12.5,0,65,缓苗顺利，植株状态稳定。,52
2025/3/20,4,幼苗期,晴,21.5,11.8,12.5,0,65,缓苗顺利，植株状态稳定。,57
2025/3/21,1,营养生长期,晴,21.8,12,12.6,0,63,新叶生长速度加快，植株明显增高。,57
2025/3/21,2,营养生长期,晴,21.8,12,12.6,0,63,新叶生长速度加快，植株明显增高。,61
2025/3/21,3,营养生长期,晴,21.8,12,12.6,0,63,缓苗成功，进入营养生长期。,57
2025/3/21,4,营养生长期,晴,21.8,12,12.6,0,63,缓苗成功，进入营养生长期。,53
2025/3/22,1,营养生长期,晴,22,12.4,12.8,0,61,茎干增粗，叶片肥厚。,58
2025/3/22,2,营养生长期,晴,22,12.4,12.8,0,61,茎干增粗，叶片肥厚。,54
2025/3/22,3,营养生长期,晴,22,12.4,12.8,0,61,新叶生长速度加快。,56
2025/3/22,4,营养生长期,晴,22,12.4,12.8,0,61,新叶生长速度加快。,59
2025/3/23,1,营养生长期,晴,22.3,12.8,12.9,0,60,进行了第一次追肥，补充氮磷钾。,54
2025/3/23,2,营养生长期,晴,22.3,12.8,12.9,0,60,进行了第一次追肥，补充氮磷钾。,52
2025/3/23,3,营养生长期,晴,22.3,12.8,12.9,0,60,植株生长旺盛。,60
2025/3/23,4,营养生长期,晴,22.3,12.8,12.9,0,60,植株生长旺盛。,52
2025/3/24,1,营养生长期,多云,21.5,13,8.5,0,68,天气多云，生长速度平稳。,67
2025/3/24,2,营养生长期,多云,21.5,13,8.5,0,68,天气多云，生长速度平稳。,59
2025/3/24,3,营养生长期,多云,21.5,13,8.5,0,68,进行了第一次追肥。,58
2025/3/24,4,营养生长期,多云,21.5,13,8.5,0,68,进行了第一次追肥。,61
2025/3/25,1,营养生长期,晴,22.8,13.2,13,0,65,追肥后效果显现，叶色更绿。,59
2025/3/25,2,营养生长期,晴,22.8,13.2,13,0,65,追肥后效果显现，叶色更绿。,58
2025/3/25,3,营养生长期,晴,22.8,13.2,13,0,65,追肥效果良好，叶片肥大。,58
2025/3/25,4,营养生长期,晴,22.8,13.2,13,0,65,追肥效果良好，叶片肥大。,61
2025/3/26,1,营养生长期,晴,23.1,13.5,13.1,0,64,植株高度约20厘米。,60
2025/3/26,2,营养生长期,晴,23.1,13.5,13.1,0,64,植株高度约20厘米。,54
2025/3/26,3,营养生长期,晴,23.1,13.5,13.1,0,64,植株生长速度快。,56
2025/3/26,4,营养生长期,晴,23.1,13.5,13.1,0,64,植株生长速度快。,53
2025/3/27,1,营养生长期,晴,23.5,14,13.2,0,62,开始搭设支架，辅助植株向上生长。,60
2025/3/27,2,营养生长期,晴,23.5,14,13.2,0,62,开始搭设支架，辅助植株向上生长。,59
2025/3/27,3,营养生长期,晴,23.5,14,13.2,0,62,植株高度接近20厘米。,56
2025/3/27,4,营养生长期,晴,23.5,14,13.2,0,62,植株高度接近20厘米。,56
2025/3/28,1,营养生长期,晴,23.8,14.2,13.3,0,61,生长旺盛，侧芽开始萌发，及时摘除。,56
2025/3/28,2,营养生长期,晴,23.8,14.2,13.3,0,61,生长旺盛，侧芽开始萌发，及时摘除。,59
2025/3/28,3,营养生长期,晴,23.8,14.2,13.3,0,61,开始搭设支架。,54
2025/3/28,4,营养生长期,晴,23.8,14.2,13.3,0,61,开始搭设支架。,57
2025/3/29,1,营养生长期,小雨,22,14.5,4,5.2,80,下雨天，土壤湿润，暂停浇水。,91
2025/3/29,2,营养生长期,小雨,22,14.5,4,5.2,80,下雨天，土壤湿润，暂停浇水。,94
2025/3/29,3,营养生长期,小雨,22,14.5,4,5.2,80,侧芽萌发，已摘除。,83
2025/3/29,4,营养生长期,小雨,22,14.5,4,5.2,80,侧芽萌发，已摘除。,86
2025/3/30,1,营养生长期,多云,22.5,14.8,7.8,0,75,雨后湿度大，通风良好。,61
2025/3/30,2,营养生长期,多云,22.5,14.8,7.8,0,75,雨后湿度大，通风良好。,62
2025/3/30,3,营养生长期,多云,22.5,14.8,7.8,0,75,下雨天，暂停浇水。,68
2025/3/30,4,营养生长期,多云,22.5,14.8,7.8,0,75,下雨天，暂停浇水。,73
2025/3/31,1,营养生长期,晴,24,15,13.4,0,68,天气转晴，植株恢复快速生长。,55
2025/3/31,2,营养生长期,晴,24,15,13.4,0,68,天气转晴，植株恢复快速生长。,56
2025/3/31,3,营养生长期,晴,24,15,13.4,0,68,天气转晴，植株生长旺盛。,53
2025/3/31,4,营养生长期,晴,24,15,13.4,0,68,天气转晴，植株生长旺盛。,53
2025/4/1,1,营养生长期,晴,24.2,15.3,13.5,0,66,植株顶端出现花蕾的迹象。,61
2025/4/1,2,营养生长期,晴,24.2,15.3,13.5,0,66,植株顶端出现花蕾的迹象。,59
2025/4/1,3,营养生长期,晴,24.2,15.3,13.5,0,66,生长状态良好。,62
2025/4/1,4,营养生长期,晴,24.2,15.3,13.5,0,66,生长状态良好。,57
2025/4/2,1,开花期,晴,24.5,15.8,13.6,0,65,第一穗花序抽出，出现黄色小花苞。,61
2025/4/2,2,开花期,晴,24.5,15.8,13.6,0,65,第一穗花序抽出，出现黄色小花苞。,52
2025/4/2,3,营养生长期,晴,24.5,15.8,13.6,0,65,观察到微小花蕾。,58
2025/4/2,4,营养生长期,晴,24.5,15.8,13.6,0,65,观察到微小花蕾。,53
2025/4/3,1,开花期,晴,24.8,16,13.7,0,63,花苞逐渐膨大。,58
2025/4/3,2,开花期,晴,24.8,16,13.7,0,63,花苞逐渐膨大。,59
2025/4/3,3,开花期,晴,24.8,16,13.7,0,63,第一穗花序抽出。,55
2025/4/3,4,开花期,晴,24.8,16,13.7,0,63,第一穗花序抽出。,62
2025/4/4,1,开花期,晴,25,16.2,13.8,0,62,第一朵花开放，颜色鲜黄。,62
2025/4/4,2,开花期,晴,25,16.2,13.8,0,62,第一朵花开放，颜色鲜黄。,55
2025/4/4,3,开花期,晴,25,16.2,13.8,0,62,花苞膨大中。,56
2025/4/4,4,开花期,晴,25,16.2,13.8,0,62,花苞膨大中。,58
2025/4/5,1,开花期,晴,25.3,16.5,13.9,0,60,日照充足，湿度合适，有利于授粉。,59
2025/4/5,2,开花期,晴,25.3,16.5,13.9,0,60,日照充足，湿度合适，有利于授粉。,57
2025/4/5,3,开花期,晴,25.3,16.5,13.9,0,60,第一朵花开放。,53
2025/4/5,4,开花期,晴,25.3,16.5,13.9,0,60,第一朵花开放。,61
2025/4/6,1,开花期,多云,24.5,16.8,9,0,68,同一花序上有多朵花开放。,64
2025/4/6,2,开花期,多云,24.5,16.8,9,0,68,同一花序上有多朵花开放。,64
2025/4/6,3,开花期,多云,24.5,16.8,9,0,68,花朵陆续开放。,67
2025/4/6,4,开花期,多云,24.5,16.8,9,0,68,花朵陆续开放。,66
2025/4/7,1,开花期,晴,25.8,17,14,0,65,天气晴好，轻摇植株辅助授粉。,52
2025/4/7,2,开花期,晴,25.8,17,14,0,65,天气晴好，轻摇植株辅助授粉。,61
2025/4/7,3,开花期,晴,25.8,17,14,0,65,轻摇植株辅助授粉。,58
2025/4/7,4,开花期,晴,25.8,17,14,0,65,轻摇植株辅助授粉。,52
2025/4/8,1,开花期,晴,26,17.3,14.1,0,64,第二穗花序开始显现。,56
2025/4/8,2,开花期,晴,26,17.3,14.1,0,64,第二穗花序开始显现。,59
2025/4/8,3,开花期,晴,26,17.3,14.1,0,64,第一穗花序盛开。,55
2025/4/8,4,开花期,晴,26,17.3,14.1,0,64,第一穗花序盛开。,55
2025/4/9,1,坐果期,晴,26.3,17.5,14.2,0,62,第一穗花序中，部分花朵凋谢，子房开始膨大，坐果成功。,55
2025/4/9,2,坐果期,晴,26.3,17.5,14.2,0,62,第一穗花序中，部分花朵凋谢，子房开始膨大，坐果成功。,56
2025/4/9,3,开花期,晴,26.3,17.5,14.2,0,62,第二穗花序开始显现。,58
2025/4/9,4,开花期,晴,26.3,17.5,14.2,0,62,第二穗花序开始显现。,54
2025/4/10,1,坐果期,晴,26.5,17.8,14.3,0,61,小番茄如绿豆大小，清晰可见。,59
2025/4/10,2,坐果期,晴,26.5,17.8,14.3,0,61,小番茄如绿豆大小，清晰可见。,57
2025/4/10,3,坐果期,晴,26.5,17.8,14.3,0,61,第一穗花序坐果成功，子房膨大。,60
2025/4/10,4,坐果期,晴,26.5,17.8,14.3,0,61,第一穗花序坐果成功，子房膨大。,53
2025/4/11,1,坐果期,多云,25.8,18,9.5,0,69,第二穗花序开花。,61
2025/4/11,2,坐果期,多云,25.8,18,9.5,0,69,第二穗花序开花。,65
2025/4/11,3,坐果期,多云,25.8,18,9.5,0,69,小番茄生长中。,65
2025/4/11,4,坐果期,多云,25.8,18,9.5,0,69,小番茄生长中。,61
2025/4/12,1,坐果期,晴,26.8,18.2,14.4,0,66,第一穗果实继续膨大，追施磷钾肥。,61
2025/4/12,2,坐果期,晴,26.8,18.2,14.4,0,66,第一穗果实继续膨大，追施磷钾肥。,53
2025/4/12,3,坐果期,晴,26.8,18.2,14.4,0,66,第二穗花序开花。,53
2025/4/12,4,坐果期,晴,26.8,18.2,14.4,0,66,第二穗花序开花。,61
2025/4/13,1,坐果期,晴,27,18.5,14.5,0,65,植株生长和果实膨大都需要大量水分，保持土壤湿润。,69
2025/4/13,2,坐果期,晴,27,18.5,14.5,0,65,植株生长和果实膨大都需要大量水分，保持土壤湿润。,67
2025/4/13,3,坐果期,晴,27,18.5,14.5,0,65,追施磷钾肥，促进果实膨大。,56
2025/4/13,4,坐果期,晴,27,18.5,14.5,0,65,追施磷钾肥，促进果实膨大。,54
2025/4/14,1,坐果期,晴,27.3,18.8,14.6,0,63,第二穗花序授粉坐果。,57
2025/4/14,2,坐果期,晴,27.3,18.8,14.6,0,63,第二穗花序授粉坐果。,55
2025/4/14,3,坐果期,晴,27.3,18.8,14.6,0,63,浇水保持土壤湿润。,71
2025/4/14,4,坐果期,晴,27.3,18.8,14.6,0,63,浇水保持土壤湿润。,63
2025/4/15,1,果实膨大期,晴,27.5,19,14.7,0,62,第一穗果实已有拇指大小，表面光滑。,59
2025/4/15,2,果实膨大期,晴,27.5,19,14.7,0,62,第一穗果实已有拇指大小，表面光滑。,60
2025/4/15,3,坐果期,晴,27.5,19,14.7,0,62,第二穗花序授粉坐果。,58
2025/4/15,4,坐果期,晴,27.5,19,14.7,0,62,第二穗花序授粉坐果。,59
2025/4/16,1,果实膨大期,晴,27.8,19.2,14.8,0,60,第三穗花序出现。,56
2025/4/16,2,果实膨大期,晴,27.8,19.2,14.8,0,60,第三穗花序出现。,55
2025/4/16,3,果实膨大期,晴,27.8,19.2,14.8,0,60,第一穗果实拇指大小。,58
2025/4/16,4,果实膨大期,晴,27.8,19.2,14.8,0,60,第一穗果实拇指大小。,54
2025/4/17,1,果实膨大期,多云,26.9,19.5,10.1,0,68,果实膨大期，需水量大。,63
2025/4/17,2,果实膨大期,多云,26.9,19.5,10.1,0,68,果实膨大期，需水量大。,63
2025/4/17,3,果实膨大期,多云,26.9,19.5,10.1,0,68,第三穗花序出现。,58
2025/4/17,4,果实膨大期,多云,26.9,19.5,10.1,0,68,第三穗花序出现。,57
2025/4/18,1,果实膨大期,小雨,25.5,19.8,5.3,6.8,85,下雨，湿度高，注意通风，防止病害。,91
2025/4/18,2,果实膨大期,小雨,25.5,19.8,5.3,6.8,85,下雨，湿度高，注意通风，防止病害。,84
2025/4/18,3,果实膨大期,小雨,25.5,19.8,5.3,6.8,85,需水量大，逢雨可省去浇水。,95
2025/4/18,4,果实膨大期,小雨,25.5,19.8,5.3,6.8,85,需水量大，逢雨可省去浇水。,95
2025/4/19,1,果实膨大期,阴,26,20,3.1,1.2,88,持续阴雨，光照不足，可能会影响果实糖分积累。,66
2025/4/19,2,果实膨大期,阴,26,20,3.1,1.2,88,持续阴雨，光照不足，可能会影响果实糖分积累。,66
2025/4/19,3,果实膨大期,阴,26,20,3.1,1.2,88,注意通风，防止病害。,64
2025/4/19,4,果实膨大期,阴,26,20,3.1,1.2,88,注意通风，防止病害。,68
2025/4/20,1,果实膨大期,晴,28,19.5,14.9,0,75,雨过天晴，光照恢复，叶片精神。,54
2025/4/20,2,果实膨大期,晴,28,19.5,14.9,0,75,雨过天晴，光照恢复，叶片精神。,62
2025/4/20,3,果实膨大期,晴,28,19.5,14.9,0,75,天气转好，光照恢复。,59
2025/4/20,4,果实膨大期,晴,28,19.5,14.9,0,75,天气转好，光照恢复。,62
2025/4/21,1,果实膨大期,晴,28.2,19.8,15,0,72,第一穗果实快速膨大，第二穗果实也进入膨大期。,55
2025/4/21,2,果实膨大期,晴,28.2,19.8,15,0,72,第一穗果实快速膨大，第二穗果实也进入膨大期。,52
2025/4/21,3,果实膨大期,晴,28.2,19.8,15,0,72,果实膨大速度加快。,58
2025/4/21,4,果实膨大期,晴,28.2,19.8,15,0,72,果实膨大速度加快。,53
2025/4/22,1,果实膨大期,晴,28.5,20.1,15.1,0,70,果实大小接近乒乓球，果色翠绿。,53
2025/4/22,2,果实膨大期,晴,28.5,20.1,15.1,0,70,果实大小接近乒乓球，果色翠绿。,60
2025/4/22,3,果实膨大期,晴,28.5,20.1,15.1,0,70,第二穗果实进入膨大期。,61
2025/4/22,4,果实膨大期,晴,28.5,20.1,15.1,0,70,第二穗果实进入膨大期。,55
2025/4/23,1,果实膨大期,晴,28.8,20.5,15.2,0,68,第三穗花序盛开。,53
2025/4/23,2,果实膨大期,晴,28.8,20.5,15.2,0,68,第三穗花序盛开。,55
2025/4/23,3,果实膨大期,晴,28.8,20.5,15.2,0,68,果实大小如乒乓球。,56
2025/4/23,4,果实膨大期,晴,28.8,20.5,15.2,0,68,果实大小如乒乓球。,56
2025/4/24,1,果实膨大期,晴,29,20.8,15.3,0,67,定期修剪老叶和侧枝，保证通风透光。,53
2025/4/24,2,果实膨大期,晴,29,20.8,15.3,0,67,定期修剪老叶和侧枝，保证通风透光。,54
2025/4/24,3,果实膨大期,晴,29,20.8,15.3,0,67,第三穗花序盛开。,58
2025/4/24,4,果实膨大期,晴,29,20.8,15.3,0,67,第三穗花序盛开。,58
2025/4/25,1,果实膨大期,多云,28.3,21,10.5,0,72,植株长势良好，各层次果、花、蕾并存。,58
2025/4/25,2,果实膨大期,多云,28.3,21,10.5,0,72,植株长势良好，各层次果、花、蕾并存。,60
2025/4/25,3,果实膨大期,多云,28.3,21,10.5,0,72,修剪侧枝和老叶。,58
2025/4/25,4,果实膨大期,多云,28.3,21,10.5,0,72,修剪侧枝和老叶。,60
2025/4/26,1,果实膨大期,晴,29.3,21.2,15.4,0,70,第一穗果实已基本定型，等待转色。,61
2025/4/26,2,果实膨大期,晴,29.3,21.2,15.4,0,70,第一穗果实已基本定型，等待转色。,59
2025/4/26,3,果实膨大期,晴,29.3,21.2,15.4,0,70,植株状态健康。,53
2025/4/26,4,果实膨大期,晴,29.3,21.2,15.4,0,70,植株状态健康。,59
2025/4/27,1,果实膨大期,晴,29.5,21.5,15.5,0,68,第四穗花序出现。,57
2025/4/27,2,果实膨大期,晴,29.5,21.5,15.5,0,68,第四穗花序出现。,57
2025/4/27,3,果实膨大期,晴,29.5,21.5,15.5,0,68,第一穗果实已定型。,56
2025/4/27,4,果实膨大期,晴,29.5,21.5,15.5,0,68,第一穗果实已定型。,55
2025/4/28,1,转色期,晴,29.8,21.8,15.6,0,67,第一穗果实顶部（果脐）开始发白，进入转色期。,53
2025/4/28,2,转色期,晴,29.8,21.8,15.6,0,67,第一穗果实顶部（果脐）开始发白，进入转色期。,56
2025/4/28,3,果实膨大期,晴,29.8,21.8,15.6,0,67,第四穗花序出现。,57
2025/4/28,4,果实膨大期,晴,29.8,21.8,15.6,0,67,第四穗花序出现。,58
2025/4/29,1,转色期,晴,30,22,15.7,0,65,果实由绿变白，部分开始泛黄。,60
2025/4/29,2,转色期,晴,30,22,15.7,0,65,果实由绿变白，部分开始泛黄。,59
2025/4/29,3,转色期,晴,30,22,15.7,0,65,第一穗果实果脐发白，开始转色。,56
2025/4/29,4,转色期,晴,30,22,15.7,0,65,第一穗果实果脐发白，开始转色。,53
2025/4/30,1,转色期,晴,30.2,22.3,15.8,0,64,果实出现粉红色。,57
2025/4/30,2,转色期,晴,30.2,22.3,15.8,0,64,果实出现粉红色。,59
2025/4/30,3,转色期,晴,30.2,22.3,15.8,0,64,果实开始泛黄。,59
2025/4/30,4,转色期,晴,30.2,22.3,15.8,0,64,果实开始泛黄。,61
2025/5/1,1,成熟期,晴,30.5,22.5,15.9,0,63,第一穗的第一颗果实完全变红，达到采收标准。,56
2025/5/1,2,成熟期,晴,30.5,22.5,15.9,0,63,第一穗的第一颗果实完全变红，达到采收标准。,55
2025/5/1,3,转色期,晴,30.5,22.5,15.9,0,63,果实出现粉红色。,57
2025/5/1,4,转色期,晴,30.5,22.5,15.9,0,63,果实出现粉红色。,61
2025/5/2,1,采收期,晴,30.8,22.8,16,0,62,采收第一颗成熟番茄。同穗其他果实陆续转红。,55
2025/5/2,2,采收期,晴,30.8,22.8,16,0,62,采收第一颗成熟番茄。同穗其他果实陆续转红。,52
2025/5/2,3,成熟期,晴,30.8,22.8,16,0,62,第一颗果实完全变红。,57
2025/5/2,4,成熟期,晴,30.8,22.8,16,0,62,第一颗果实完全变红。,60
2025/5/3,1,采收期,多云,29.9,23,11,0,69,第二颗果实成熟，进行采收。,66
2025/5/3,2,采收期,多云,29.9,23,11,0,69,第二颗果实成熟，进行采收。,60
2025/5/3,3,采收期,多云,29.9,23,11,0,69,采收成熟番茄。,65
2025/5/3,4,采收期,多云,29.9,23,11,0,69,采收成熟番茄。,61
2025/5/4,1,采收期,晴,31,23.2,16.1,0,65,第二穗果实开始转色。,61
2025/5/4,2,采收期,晴,31,23.2,16.1,0,65,第二穗果实开始转色。,53
2025/5/4,3,采收期,晴,31,23.2,16.1,0,65,第一穗果实采收完毕。,53
2025/5/4,4,采收期,晴,31,23.2,16.1,0,65,第一穗果实采收完毕。,52
2025/5/5,1,采收期,晴,31.2,23.5,16.2,0,64,第一穗果实采收完毕，剪除果穗。,53
2025/5/5,2,采收期,晴,31.2,23.5,16.2,0,64,第一穗果实采收完毕，剪除果穗。,55
2025/5/5,3,果实膨大期,晴,31.2,23.5,16.2,0,64,第二穗果实开始转色。,60
2025/5/5,4,果实膨大期,晴,31.2,23.5,16.2,0,64,第二穗果实开始转色。,52
2025/5/6,1,采收期,晴,31.5,23.8,16.3,0,63,植株持续开花结果，第五穗花序出现。,61
2025/5/6,2,采收期,晴,31.5,23.8,16.3,0,63,植株持续开花结果，第五穗花序出现。,61
2025/5/6,3,转色期,晴,31.5,23.8,16.3,0,63,第二穗果实转红。,55
2025/5/6,4,转色期,晴,31.5,23.8,16.3,0,63,第二穗果实转红。,57
2025/5/7,1,采收期,晴,31.8,24,16.4,0,62,第二穗果实成熟，开始采收。,61
2025/5/7,2,采收期,晴,31.8,24,16.4,0,62,第二穗果实成熟，开始采收。,62
2025/5/7,3,成熟期,晴,31.8,24,16.4,0,62,第二穗果实成熟。,62
2025/5/7,4,成熟期,晴,31.8,24,16.4,0,62,第二穗果实成熟。,54
2025/5/8,1,采收期,多云,30.9,24.2,11.5,0,68,第三穗果实进入快速膨大期。,67
2025/5/8,2,采收期,多云,30.9,24.2,11.5,0,68,第三穗果实进入快速膨大期。,63
2025/5/8,3,采收期,多云,30.9,24.2,11.5,0,68,采收第二穗果实。,63
2025/5/8,4,采收期,多云,30.9,24.2,11.5,0,68,采收第二穗果实。,58
2025/5/9,1,采收期,晴,32,24.5,16.5,0,65,气温逐渐升高，增加浇水频率。,64
2025/5/9,2,采收期,晴,32,24.5,16.5,0,65,气温逐渐升高，增加浇水频率。,69
2025/5/9,3,采收期,晴,32,24.5,16.5,0,65,增加浇水频率。,69
